book_id,goodreads_book_id,best_book_id,work_id,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Genre 1,Genre 2,Genre 3,Genre 4,isbn,isbn13
90,231804,231804,1426690,S.E. Hinton,1967,The Outsiders,4.06,659248,680437,22662,10178,34346,134244,227250,274419,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg,classics,young adult,fiction,,014038572X,9.78E+12
91,6186357,6186357,6366642,James Dashner,2009,The Maze Runner (Maze Runner #1),4.02,719925,777956,48942,15291,43370,150488,266698,302109,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,young adult,dystopian,,,385737947,9.78E+12
92,1202,1202,5397,Steven D. Levitt Stephen J. Dubner,2005,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics #1),3.93,524191,549301,13668,14586,26538,115789,216316,176072,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,nonfiction,economics,business,,61234001,9.78E+12
93,2998,2998,3186437,Frances Hodgson Burnett,1911,The Secret Garden,4.12,639357,692249,13054,8005,25207,129646,243821,285570,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,classics,fiction,children's,,517189607,9.78E+12
94,320,320,3295655,Gabriel García Márquez Gregory Rabassa,1967,One Hundred Years of Solitude,4.04,490565,575667,21671,27340,37646,87675,155809,267197,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,fiction,classics,magical realism,literature,60531045,9.78E+12
95,5297,5297,1858012,Oscar Wilde Jeffrey Eugenides,1891,The Picture of Dorian Gray,4.06,590014,674551,19647,9825,30735,129420,246892,257679,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,classics,fiction,horror,,375751513,9.78E+12
96,13536860,13536860,18034963,E.L. James,2012,Fifty Shades Freed (Fifty Shades #3),3.88,387290,610116,25287,39079,55691,109963,140304,265079,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,romance,erotica,fiction,series,345803507,9.78E+12
97,17245,17245,3165724,Bram Stoker Nina Auerbach David J. Skal,1897,Dracula,3.98,618973,689739,17263,11756,36719,151396,246043,243825,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,classics,horror,fiction,fantasy,393970124,9.78E+12
98,5060378,5060378,6976108,Stieg Larsson Reg Keeland,2006,The Girl Who Played with Fire (Millennium #2),4.22,563994,649253,31423,4623,15781,91021,258236,279592,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,fiction,mystery,thriller,crime,307269981,9.78E+12
99,11857408,11857408,16813814,E.L. James,2011,Fifty Shades Darker (Fifty Shades #2),3.87,552059,623340,28052,37245,58935,114203,150906,262051,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,romance,erotica,fiction,series,1612130585,9.78E+12
100,7244,7244,810663,Barbara Kingsolver,1998,The Poisonwood Bible,4.02,546502,562787,19941,21699,33702,92590,175725,239071,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,fiction,historical fiction,africa,book club,60786507,9.78E+12
101,4137,4137,1030767,David Sedaris,2000,Me Talk Pretty One Day,3.97,495736,514276,14982,19718,29034,93427,178021,194076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,humor,memoir,,349113912,9.78E+12
102,19543,19543,3020535,Maurice Sendak,1963,Where the Wild Things Are,4.22,620618,636061,9102,15392,27532,93700,167043,332394,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg,children's,picture books,,,99408392,9.78E+12
103,7126,7126,391568,Alexandre Dumas Robin Buss,1844,The Count of Monte Cristo,4.21,555822,601220,15925,10381,22482,89980,183142,295235,https://images.gr-assets.com/books/1309203605m/7126.jpg,https://images.gr-assets.com/books/1309203605s/7126.jpg,classics,fiction,historical fiction,,140449264,9.78E+12
104,6288,6288,3355573,Cormac McCarthy,2006,The Road,3.95,504793,555787,38980,20086,36561,100989,190823,207328,https://images.gr-assets.com/books/1439197219m/6288.jpg,https://images.gr-assets.com/books/1439197219s/6288.jpg,fiction,science fiction,dystopian,post apocalyptic,307265439,9.78E+12
105,18710190,18710190,15524549,Veronica Roth,2013,Allegiant (Divergent #3),3.63,463257,663226,62536,31626,78366,176061,192785,184388,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg,young adult,dystopian,,,7524277,9.78E+12
106,9418327,9418327,14302659,Tina Fey,2011,Bossypants,3.94,506250,609260,35142,14842,31761,129390,230080,203187,https://images.gr-assets.com/books/1481509554m/9418327.jpg,https://images.gr-assets.com/books/1481509554s/9418327.jpg,nonfiction,humor,memoir,,,
107,3473,3473,3143497,Nicholas Sparks,1999,A Walk to Remember,4.15,546948,559581,11071,10640,24094,94327,169650,260870,https://images.gr-assets.com/books/1385738968m/3473.jpg,https://images.gr-assets.com/books/1385738968s/3473.jpg,romance,fiction,nicholas sparks,chick lit,446693804,9.78E+12
108,9416,9416,3237433,Sophie Kinsella,2000,Confessions of a Shopaholic (Shopaholic #1),3.61,543658,558004,11170,30705,56949,156636,166927,146787,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,chick lit,fiction,romance,contemporary,440241413,9.78E+12
109,24280,24280,3208463,Victor Hugo Lee Fahnestock Norman MacAfee,1862,Les Misérables,4.14,513407,560132,12505,15225,25914,87461,167385,264147,https://images.gr-assets.com/books/1411852091m/24280.jpg,https://images.gr-assets.com/books/1411852091s/24280.jpg,classics,fiction,historical fiction,,451525264,9.78E+12
110,10572,10572,3272005,George R.R. Martin,1998,A Clash of Kings  (A Song of Ice and Fire #2),4.4,523303,606765,20325,1788,7104,56167,221706,320000,https://images.gr-assets.com/books/1358254974m/10572.jpg,https://images.gr-assets.com/books/1358254974s/10572.jpg,fantasy,fiction,series,epic fantasy,553381695,9.78E+12
111,10441,10441,2868431,Kim Edwards,2005,The Memory Keeper's Daughter,3.64,501430,510582,18027,19453,47004,145437,183150,115538,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,book club,contemporary,adult fiction,143037145,9.78E+12
112,15507958,15507958,17763198,Jojo Moyes,2012,Me Before You (Me Before You #1),4.27,587647,741133,71412,10346,21880,91517,249474,367916,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,romance,fiction,book club,contemporary,670026603,9.78E+12
113,168668,168668,814330,Joseph Heller,1961,Catch-22,3.98,563265,582515,13734,20639,37912,106269,186745,230950,https://images.gr-assets.com/books/1463157317m/168668.jpg,https://images.gr-assets.com/books/1463157317s/168668.jpg,classics,fiction,war,,684833395,9.78E+12
114,6900,6900,1995335,Mitch Albom Saulius Dagys,1997,Tuesdays with Morrie,4.06,556518,584397,19272,11507,30534,107446,194448,240462,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg,nonfiction,fiction,memoir,,751529818,9.78E+12
115,2187,2187,1352495,Jeffrey Eugenides,2002,Middlesex,3.98,488243,507998,20880,19329,30503,89740,171099,197327,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg,fiction,book club,historical fiction,contemporary,312422156,9.78E+12
116,24583,24583,41326609,Mark Twain Guy Cardwell John Seelye,1876,The Adventures of Tom Sawyer,3.89,555359,594226,7165,12130,34349,143659,217896,186192,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg,classics,fiction,adventure,,143039563,9.78E+12
117,18131,18131,948387,Madeleine L'Engle,1962,A Wrinkle in Time (A Wrinkle in Time Quintet #1),4.04,615907,650094,19413,17313,34988,119115,209745,268933,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg,fantasy,fiction,young adult,classics,440498058,9.78E+12
118,7763,7763,1955658,Amy Tan,1989,The Joy Luck Club,3.9,515090,525243,6708,14802,30197,116748,195930,167566,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg,fiction,historical fiction,classics,china,143038095,9.78E+12
119,38447,38447,1119185,Margaret Atwood,1985,The Handmaid's Tale,4.06,607889,683564,35925,13998,32561,116975,252942,267088,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg,fiction,classics,dystopian,,038549081X,9.78E+12
120,452306,452306,1058370,Ann Brashares,2001,The Sisterhood of the Traveling Pants (Sisterhood #1),3.75,525706,536604,6477,14996,42396,152024,177404,149784,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg,young adult,fiction,chick lit,,385729332,9.78E+12
121,7604,7604,1268631,Vladimir Nabokov Craig Raine,1955,Lolita,3.88,469836,517990,18107,21091,37205,108664,165477,185553,https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg,classics,fiction,literature,,,
122,37442,37442,1479280,Gregory Maguire Douglas Smith,1995,Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years #1),3.52,506900,525498,22926,40802,65835,132061,153583,133217,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg,fantasy,fiction,series,book club,60987103,9.78E+12
123,5358,5358,38270,John Grisham,1991,The Firm (Penguin Readers Level 5),3.99,488269,488355,3139,5075,20119,111543,190966,160652,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg,fiction,thriller,mystery,john grisham,582418275,9.78E+12
124,7937843,7937843,9585076,Emma Donoghue,2010,Room,4.03,511360,556327,42254,11020,26079,99831,217995,201402,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg,fiction,book club,contemporary,adult,316098337,9.78E+12
125,1420,1420,1885548,William Shakespeare Richard Andrews Rex Gibson,1600,Hamlet,4,515820,576894,8889,10413,32697,121040,192937,219807,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg,classics,plays,fiction,shakespeare,521618746,9.78E+12
126,234225,234225,3634639,Frank Herbert,1965,Dune (Dune Chronicles #1),4.19,485032,525976,13239,13354,22778,74206,154771,260867,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg,science fiction,fiction,fantasy,,340839937,9.78E+12
127,2612,2612,2124255,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Big Difference,3.92,490504,499066,10895,15111,25871,106453,189120,162511,https://images.gr-assets.com/books/1473396980m/2612.jpg,https://images.gr-assets.com/books/1473396980s/2612.jpg,nonfiction,business,psychology,,316346624,9.78E+12
128,11084145,11084145,16005831,Walter Isaacson,2011,Steve Jobs,4.09,560715,579256,15198,19680,21986,88456,203975,245159,https://images.gr-assets.com/books/1327861368m/11084145.jpg,https://images.gr-assets.com/books/1327861368s/11084145.jpg,biography,nonfiction,business,,1451648537,9.78E+12
129,332613,332613,2100252,Ken Kesey,1962,One Flew Over the Cuckoo's Nest,4.18,491642,514458,7855,5672,15978,78714,191622,222472,https://images.gr-assets.com/books/1485308778m/332613.jpg,https://images.gr-assets.com/books/1485308778s/332613.jpg,classics,fiction,literature,,451163966,9.78E+12
130,2165,2165,69741,Ernest Hemingway,1952,The Old Man and the Sea,3.73,520630,574328,16716,28645,52583,136217,186747,170136,https://images.gr-assets.com/books/1329189714m/2165.jpg,https://images.gr-assets.com/books/1329189714s/2165.jpg,classics,fiction,literature,,684830493,9.78E+12
131,4395,18114322,2931549,John Steinbeck,1939,The Grapes of Wrath,3.92,322321,553352,12991,23552,40261,103475,173589,212475,https://images.gr-assets.com/books/1352912927m/4395.jpg,https://images.gr-assets.com/books/1352912927s/4395.jpg,classics,fiction,historical fiction,,142000663,9.78E+12
132,3431,3431,2561472,Mitch Albom,2003,The Five People You Meet in Heaven,3.9,449501,474699,16682,12360,33669,107800,155830,165040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,inspirational,contemporary,fantasy,1401308589,9.78E+12
133,8127,8127,3464264,L.M. Montgomery,1908,Anne of Green Gables (Anne of Green Gables #1),4.23,502247,533352,14041,8864,19531,80256,158725,265976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,fiction,young adult,,451528824,9.78E+12
134,3777732,3777732,3443248,Cassandra Clare,2009,City of Glass (The Mortal Instruments #3),4.34,593173,630560,22736,6646,17351,79202,179290,348071,https://images.gr-assets.com/books/1369452339m/3777732.jpg,https://images.gr-assets.com/books/1369452339s/3777732.jpg,fantasy,young adult,paranormal,,1416914307,9.78E+12
135,62291,62291,1164465,George R.R. Martin,2000,A Storm of Swords (A Song of Ice and Fire #3),4.54,469022,527644,19497,1456,4820,36418,149268,335682,https://images.gr-assets.com/books/1497931121m/62291.jpg,https://images.gr-assets.com/books/1497931121s/62291.jpg,fantasy,fiction,series,epic fantasy,055357342X,9.78E+12
136,137791,137791,1010054,Rebecca Wells,1996,Divine Secrets of the Ya-Ya Sisterhood,3.79,465676,470508,3867,15795,35314,120396,158451,140552,https://images.gr-assets.com/books/1408313524m/137791.jpg,https://images.gr-assets.com/books/1408313524s/137791.jpg,fiction,chick lit,book club,contemporary,006075995X,9.78E+12
137,10964,10964,2489796,Diana Gabaldon,1991,Outlander (Outlander #1),4.2,515547,578842,36707,20998,27673,73126,147085,309960,https://images.gr-assets.com/books/1402600310m/10964.jpg,https://images.gr-assets.com/books/1402600310s/10964.jpg,historical fiction,romance,fantasy,fiction,440242940,9.78E+12
138,12296,12296,4925227,Nathaniel Hawthorne Thomas E. Connolly Nina Baym,1850,The Scarlet Letter,3.37,509883,559246,11428,34813,80444,182701,165079,96209,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg,classics,fiction,historical fiction,,142437263,9.78E+12
139,9460487,9460487,14345371,Ransom Riggs,2011,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),3.89,613674,672222,53569,14920,45434,159227,234792,217849,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg,fantasy,young adult,fiction,,1594744769,9.78E+12
140,6892870,6892870,12883496,Stieg Larsson Reg Keeland,2007,The Girl Who Kicked the Hornet's Nest (Millennium #3),4.2,443951,526791,26766,3823,14773,78387,203297,226511,https://images.gr-assets.com/books/1327708260m/6892870.jpg,https://images.gr-assets.com/books/1327708260s/6892870.jpg,fiction,mystery,thriller,crime,030726999X,9.78E+12
141,18007564,18007564,21825181,Andy Weir,2012,The Martian,4.39,423344,529702,61298,4114,10856,49200,173861,291671,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg,science fiction,fiction,,,804139024,9.78E+12
142,5043,5043,3359698,Ken Follett,1989,The Pillars of the Earth (The Kingsbridge Series #1),4.29,462517,495893,26283,9248,16886,57825,148052,263882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,historical,,451207149,9.78E+12
143,18143977,18143977,25491300,Anthony Doerr,2014,All the Light We Cannot See,4.31,470001,547827,53413,6209,14527,61020,185239,280832,https://images.gr-assets.com/books/1451445646m/18143977.jpg,https://images.gr-assets.com/books/1451445646s/18143977.jpg,historical fiction,fiction,book club,historical,1476746583,9.78E+12
144,8664353,8664353,12946965,Laura Hillenbrand,2010,Unbroken: A World War II Story of Survival Resilience and Redemption,4.4,487775,528552,41572,10308,12874,47828,144203,313339,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg,nonfiction,history,biography,,1400064163,9.78E+12
145,976,976,3135896,Dan Brown,2001,Deception Point,3.67,455610,479733,7798,14380,45006,143182,160819,116346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,thriller,mystery,dan brown,671027387,9.78E+12
